District,Chiefdom,Name of PHU,Community,School Name,School enrollment
PORT LOKO,KOYA,Mabora MCHP,MASAFFIE (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,258
PORT LOKO,KOYA,Mabora MCHP,ROSARR (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,288
PORT LOKO,KOYA,Mabora MCHP,ROBIS (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL,262
PORT LOKO,KOYA,Mabora MCHP,MAGBANKU (KOYA),FATIMA ZARAH ISLAMIC COMMUNITY PRIMARY SCHOOL,150
PORT LOKO,KOYA,Mabora MCHP,ROSARR MABAIFU (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,110
PORT LOKO,KOYA,Mabora MCHP,MASUMAILLA (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,271
PORT LOKO,MAFORKI,MAFOIMARA CHP,MAFOIMARA (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,217
PORT LOKO,MAFORKI,MAFOIMARA CHP,ROYABA (MAFORKI),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,274
PORT LOKO,MAFORKI,MAFOIMARA CHP,MAMAI KANU (MAFORKI),SIERRA LEONE CHURCH PRIMARY SCHOOL,367
PORT LOKO,MAFORKI,MAFORAY MCHP,FOROAD BANA (MAFORKI),ROMAN CATHOLIC PRIMARY SCHOOL,167
PORT LOKO,MAFORKI,MAFORAY MCHP,RO-GBET (MAFORKI),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,311
PORT LOKO,MAFORKI,MAFORAY MCHP,BABARA (MAFORKI),ROMAN CATHOLIC PRIMARY SCHOOL,233
PORT LOKO,MAFORKI,MAFORAY MCHP,MAGHARRAMA,LOVE'S - DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,245
PORT LOKO,MAFORKI,MAGBAINGBERA MCHP,MAGBAINGBIRA (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,229
PORT LOKO,MAFORKI,MAGBAINGBERA MCHP,GBERAY BANA (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,186
PORT LOKO,MAFORKI,MAGBAINGBERA MCHP,ROFOINDU (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,199
PORT LOKO,MAFORKI,MAGBAINGBERA MCHP,ROBOMP KAN KAMARA,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,90
PORT LOKO,MAFORKI,MAGBAINGBERA MCHP,MAKELIE (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,176
PORT LOKO,MARAMPA,MAGBIL CHC,MARAMPA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,374
PORT LOKO,MARAMPA,MAGBIL CHC,MAFORKIE (MARAMPA),KULAFAI RASHIDEEN PRIMARY SCHOOL,372
PORT LOKO,MARAMPA,MAGBELLE CHP,PAITFU MADINA (MARAMPA),MADONA COMMUNITY PRIMARY SCHOOL,63
PORT LOKO,MARAMPA,MAGBELLE CHP,MAGBELE (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,195
PORT LOKO,MARAMPA,MAGBELLE CHP,ROBONKA,BROTHER MUSA PRIMARY SCHOOL,65
PORT LOKO,MARAMPA,MAGBELLE CHP,ROBONKA,BROTHER MUSA ISLAMIC PRIMARY SCHOOL,77
PORT LOKO,KOYA,Magbeni MCHP,MAGBENI (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,216
PORT LOKO,KOYA,Magbeni MCHP,LAYAH (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,348
PORT LOKO,KOYA,Magbeni MCHP,MANO BUNDU (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,352
PORT LOKO,KOYA,Magbeni MCHP,MAGBANI (KOYA),MARAMPA ACADEMY PRIMARY SCHOOL,195
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHERA LUNGI (KAFFU BULLOM),SAINT JOSPH JUNIOR PRIMARY SCHOOL,532
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOLIA (KAFFU BULLOM),SAINT JOSEPH ROMAN CATHOLIC PRIMARY SCHOOL - SENIOR,476
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHERA (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,223
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHERA (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,420
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHARA (KAFFU BULLOM),SHEPHERD FOUNDATION PRIMARY SCHOOL,190
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOILA (KAFFU BULLOM),MODEL AHMADIYYA MUSLIM PRIMARY SCHOOL,285
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOILA (KAFFU BULLOM),BAPTIST PRIMARY SCHOOL MASOILA,501
PORT LOKO,KAFFU BULLOM,MAHERA CHC,TULUN (KAFFU BULLOM),KING FAHAD ISLAMIC PRIMARY SCHOOL,226
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHERA (KAFFU BULLOM),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,472
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOILA (KAFFU BULLOM),UMAR BIN ALKHATAB ISLAMIC PRIMARY SCHOOL,215
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOILA (KAFFU BULLOM),JESUS IS THE WAY PRIMARY SCHOOL MASOILA,98
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHERA (KAFFU BULLOM),THE DOOR INTERNATIONAL ACADEMY PRIMARY SCHOOL,125
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAKER KAMBIA (KAFFU BULLOM),GOD HISTORY MAKER PRIMARY SCHOOL,59
PORT LOKO,KAFFU BULLOM,MAHERA CHC,TULUN (KAFFU BULLOM),HOPE PRIMARY SCHOOL,74
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHERA LUNGI (KAFFU BULLOM),THE LIGHT GOOD SAMARITAN PRIMARY SCHOOL,47
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOILA (KAFFU BULLOM),WORD OF EXPLOSION PRIMARY SCHOOL LUNGI,28
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHARA (KAFFU BULLOM),AGWWEM INTERNATIONAL BILINGUAL PRIMARY SCHOOL,105
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOILA,Rojen Primary School,0
PORT LOKO,KAFFU BULLOM,MAHERA CHC,ROTIFUNK,Baptist Primary School,293
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOILA,Marco International Primary School,0
PORT LOKO,KAFFU BULLOM,MAHERA CHC,LASPALMAS,Bethel Fellowship Primary School,207
PORT LOKO,KAFFU BULLOM,MAHERA CHC,KAMBIA,Regmel Primary School,184
PORT LOKO,MAFORKI,MAKABA CHP,MAKOROBOLAI (MAFORKI),OUR COMMUNITY PRIMARY SCHOOL,111
PORT LOKO,MAFORKI,MAKABA CHP,MAKABA (MAFORKI),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,161
PORT LOKO,MAFORKI,MAKABA CHP,MABONDO (MAFORKI),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,188
PORT LOKO,MAFORKI,MAKABA CHP,KONTA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,0
PORT LOKO,MARAMPA,MAKABO MCHP,LAL SOSO (MARAMPA),LAL SOSO COMMUNITY PRIMARY SCHOOL,35
PORT LOKO,MARAMPA,MAKABO MCHP,MAKABO (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL,100
PORT LOKO,KOYA,Makalie MCHP,MAKAMBORIE (KOYA),CHURCH OF GOD OF PROPHECY PRIMARY SCHOOL,147
PORT LOKO,KOYA,Makalie MCHP,MAKALI (KOYA),ROMAN CATHOLIC PRIMARY SCHOOL,191
PORT LOKO,KOYA,Makalie MCHP,ROGBERAY (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,171
PORT LOKO,KOYA,Makalie MCHP,MAYOMRA (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,195
PORT LOKO,KOYA,Makalie MCHP,MALIMBA (KOYA),COMMUNITY PRIMARY SCHOOL,110
PORT LOKO,KOYA,Makarankay CHP,MAKARANKAY (KOYA),SIERRA LEONE ISLAMIC FEDERATION PRIMARY SCHOOL,424
PORT LOKO,KOYA,Makarankay CHP,MABARRO (KOYA),ALHAJI IBRAHIM MEMORIAL PRIMARY SCHOOL MABARRO,268
PORT LOKO,KOYA,Makarankay CHP,Matimba 1,SAT Koroma Primary School,149
PORT LOKO,KOYA,Makieteh CHP,MAKITEH VILLAGE,LINCOLN PRIMARY SCHOOL,241
PORT LOKO,KOYA,Makieteh CHP,MATHENEH (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,208
PORT LOKO,KOYA,Makieteh CHP,MAGBANKAPIE (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL,297
PORT LOKO,KOYA,Makieteh CHP,MAGBOR (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL,144
PORT LOKO,KOYA,Makieteh CHP,MALIMBA,MALIMBA COMMUNITY PRIMARY SCHOOL/ To be cross check,190
PORT LOKO,KOYA,Makieteh CHP,Patifu Gallop,Keeping Hope Alive Elemantry Primary School,131
PORT LOKO,BAKEH LOKO, Malal CHP ,MAKONTEH (BAKEH LOKO),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,303
PORT LOKO,BAKEH LOKO, Malal CHP ,GBONKOH MAYEAME (BAKEH LOKO),MILENTASH PRIMARY SECHOOL,192
PORT LOKO,BAKEH LOKO, Malal CHP ,KABATHA VILLAGE (BAKEH LOKO),ROMAN CATHOLIC PRIMARY SCHOOL,95
PORT LOKO,BAKEH LOKO, Malal CHP ,SINT-KAMALO (BAKEH LOKO),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,50
PORT LOKO,BAKEH LOKO, Malal CHP ,SINT KAMALO (BAKEH LOKO),CONFORTI COMMUNITY PRIMARY SCHOOL,196
PORT LOKO,BAKEH LOKO, Malal CHP ,MALAL (BAKEH LOKO),SAINT ANTHONY ROMAN CATHOLIC PRIMARY SCHOOL,402
PORT LOKO,BAKEH LOKO, Malal CHP ,KONTA KATIC (MAFORKI),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,343
PORT LOKO,BAKEH LOKO, Malal CHP ,KONTHA KATIC,SIERRA SWEDEN INTERNATIONAL PRIMARY SCHOOL,225
PORT LOKO,BAKEH LOKO, Malal CHP ,MAYAN,CHILDREN'S WELFEAR PRIMARY SCHOOL,146
PORT LOKO,BAKEH LOKO, Malal CHP ,ROBAT,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,188
PORT LOKO,KAMASONDO,Malap CHP,MALAP (KAMASONDO),KANKAYLAY ISLAMIC PRIMARY SCHOOL,357
PORT LOKO,KAMASONDO,Malap CHP,MASHEKA (KAMASONDO),KANKALYLAY ISLAMIC PRIMARY SCHOOL,304
PORT LOKO,THAINKATOPA,MALEKURAY CHC,BENKIA (THAINKATOPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,81
PORT LOKO,MAKAMA,MALEKURAY CHC,MELEKURAY (MAKAMA) (ROBAT),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,164
PORT LOKO,MAKAMA,MALEKURAY CHC,MELEKURAY (MAKAMA),ROMAN CATHOLIC PRIMARY SCHOOL,384
PORT LOKO,MAKAMA,MALEKURAY CHC,MELEKURAY (MAKAMA),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,253
PORT LOKO,MAKAMA,MALEKURAYCHC,MAGBAPSA (MAKAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,319
PORT LOKO,THAINKATOPA,MALEKURAYCHC,KAKUTA (THAINKATOPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,0
PORT LOKO,KOYA,Malenkie CHP,ROPOLON (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,262
PORT LOKO,KOYA,Malenkie CHP,MADIGBA KALOP (KOYA),LOVE'S PRIMARY SCHOOL,66
PORT LOKO,KOYA,Malenkie CHP,MAYEKSON (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,189
PORT LOKO,KOYA,Malenkie CHP,MASHERY POTHO (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,280
PORT LOKO,KOYA,Malenkie CHP,KORRATHA (KOYA),ROMAN CATHOLIC PRIMARY SCHOOL,257
PORT LOKO,KOYA,Malenkie CHP,Mabaifu,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,219
PORT LOKO,MASIMERA,MAMALIGIE MCHP,BUN LINE (MASIMERA),UNITED METHODIST CHURCH PRIMARY SCHOOL,287
PORT LOKO,MASIMERA,MAMALIGIE MCHP,MAMALIGIE (MASIMERA),UNITED METHODIST CHURCH PRIMARY SCHOOL,216
PORT LOKO,MASIMERA,MAMALIGIE MCHP,ROLINE KAPABALA,MAKAMOI PRIMARY SCHOOL,145
PORT LOKO,KAFFU BULLOM,MAMANKIE CHC,SUMBUYA (KAFFU BULLOM),KANKALAY ISLAMIC PRIMARY SCHOOL SUMBUYA,238
PORT LOKO,KAFFU BULLOM,MAMANKIE CHC,SUMBUYA (KAFFU BULLOM),JESUS IS THE ANSWER PRIMARY SCHOOL,165
PORT LOKO,KAFFU BULLOM,MAMANKIE CHC,ROBIS (KAFFU BULLOM),SANAYA MEMORIAL PRIMARY SCHOOL,275
PORT LOKO,KAFFU BULLOM,MAMANKIE CHC,MAMANKIE (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,368
PORT LOKO,KAFFU BULLOM,MAMANKIE CHC,MALOKOH (KAFFU BULLOM),AHMADIYYA MUSLIM PRIMARY SCHOOL,202
PORT LOKO,KAFFU BULLOM,MAMANKIE CHC,SUMBUYA (KAFFU BULLOM),DAWOODU ISLAMIC PRIMARY SCHOOL,255
PORT LOKO,KAFFU BULLOM,MAMANKIE CHE,SIX MILE,Africa Muslim Agency Primary School,420
PORT LOKO,MARAMPA,MAMUSA MCHP,MAKUTHENEH VILLAGE (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL,181
PORT LOKO,MARAMPA,MAMUSA MCHP,ROMAMBOI (MARAMPA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,155
PORT LOKO,MARAMPA,MAMUSA MCHP,MAMUSA (MARAMPA),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL LUNSAR,234
PORT LOKO,MARAMPA,MAMUSA MCHP,MALUA VILLAGE (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL,105
PORT LOKO,KAMASONDO,Mana II CHP,BOROUP (KAMASONDO),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,549
PORT LOKO,KAMASONDO,Mana II CHP,MANA 1 (Mayonkolie),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,286
PORT LOKO,KAMASONDO,Mana II CHP,MAFARAY (KAMASONDO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,240
PORT LOKO,KAMASONDO,Mana II CHP,LUNGI LOL (KAMASONDO),KANKAYLAY ISLAMIC PRIMARY SCHOOL,361
PORT LOKO,KAMASONDO,Mana II CHP,MABOM,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,359
PORT LOKO,KAMASONDO,Mana II CHP,MAKOYA (KAMASONDO),UMAR BIN ALKHATAB ISLAMIC PRIMARY SCHOOL,264
PORT LOKO,KAMASONDO,Mana II CHP,GBOMBANA (KAMASONDO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,293
PORT LOKO,KAMASONDO,Mana II CHP,Borupe,Stand Firm Primary School,335
PORT LOKO,KAMASONDO,Mana II CHP,Robay,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,0
PORT LOKO,MARAMPA,MANGA ACRA CHC,MATHENEH (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL,123
PORT LOKO,MARAMPA,MANGA ACRA CHC,ROFAIKAN (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,241
PORT LOKO,MARAMPA,MANGA ACRA CHC,MAMASA (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,253
PORT LOKO,MARAMPA,MANGA ACRA CHC,MANGE ACRE (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,352
PORT LOKO,BUREH,Mange CHC,MANGE BUREH (BUREH),AFRICA METHODIST EPISCOPAL PRIMARY SCHOOL,230
PORT LOKO,BUREH,Mange CHC,MALAL THOTHOR (BUREH),KANKAYLAY ISLAMIC PRIMARY SCHOOL,301
PORT LOKO,BUREH,Mange CHC,ROGBAP (BUREH),SANKORA PRIMARY SCHOOL,161
PORT LOKO,BUREH,Mange CHC,MANGE BUREH (BUREH),HOLY ROSARY PRIMARY SCHOOL,315
PORT LOKO,BUREH,Mange CHC,ROSINT (BUREH),ROMAN CATHOLIC PRIMARY SCHOOL,236
PORT LOKO,BUREH,Mange CHC,MANGE BUREH (BUREH),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,460
PORT LOKO,BUREH,Mange CHC,MAKALIE (BUREH),IHSAN SUPPORT LIFE PRIMARY SCHOOL,96
PORT LOKO,MAFORKI,MAPAWN MCHP, MATON VILLAGE (MAFORKI),JOHN BUYA FOUNDATION PRIMARY SCHOOL,182
PORT LOKO,MAFORKI,MAPAWN MCHP,GBERE THONKARA (MAFORKI),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,128
PORT LOKO,MAFORKI,MAPAWN MCHP,WONKIFOR (MAFORKI),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,113
PORT LOKO,MAFORKI,MAPAWN MCHP,MASINEH (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,244
PORT LOKO,MAFORKI,MAPAWN MCHP,MAPAWN (MAFORKI),AME PRIMARY SCHOOL,210
PORT LOKO,MAFORKI,MAPAWN MCHP,ROPOLON (MAFORKI),KANKAYLAY ISLAMIC PRIMARY SCHOOL,120
PORT LOKO,MAFORKI,MAPAWN MCHP,THOFAYIM (MAFORKI),MOVEMENT OF FAITH ISLAMIC PRIMARY SECONDARY SCHOOL,70
PORT LOKO,MAFORKI,MAPAWN MCHP,MAKAIBA (MAFORKI),DISTRICT EDUCATION COMMITTEE BANGLA PRIMARY SCHOOL,168
PORT LOKO,KAMASONDO,Mapilla MCHP,BENKIA (KAMASONDO) (YEMP),CHURCH OF GOD PRIMARY SCHOOL,317
PORT LOKO,KAMASONDO,Mapilla MCHP,ROWULLH (KAMASONDO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,260
PORT LOKO,KAMASONDO,Mapilla MCHP,DARE SALAAM (KAMASONDO),CHURCH OF GOD PRIMARY SCHOOL,322
PORT LOKO,KAMASONDO,Mapilla MCHP,MANAGBEH (LOKOMASAMA),CHURCH OF GOD PRIMARY SCHOOL,300
PORT LOKO,KAMASONDO,Mapilla MCHP,ROBISS FACK (LOKOMASAMA),SHAKA KANU MEMORIAL PRIMARY SCHOOL,206
PORT LOKO,KAMASONDO,Mapilla MCHP,MASAYSAY BANA (LOKOMASAMA),EVANGELICAL MODEL PRIIMARY SCHOOL,278
PORT LOKO,KAMASONDO,Mapilla MCHP,WORRY MAPLA (KAMASONDO),SAINT JOHN BOSCO ROMAN CATHOLIC PRIMARY SCHOOL,432
PORT LOKO,KAMASONDO,Mapilla MCHP,Worreh Mapilla,ROMAN CATHOLIC PRIMARY SCHOOL,0
PORT LOKO,MAFORKI,MARONKO MCHP,ROGNALLAH (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,106
PORT LOKO,MAFORKI,MARONKO MCHP,MAGBANKATHA (MAFORKI),ROMAN CATHOLIC PRIMARY SCHOOL,182
PORT LOKO,MAFORKI,MARONKO MCHP,MARONKOH (MAFORKI),ROMAN CATHOLIC PRIMARY SCHOOL,255
PORT LOKO,MAFORKI,MARONKO MCHP,ROTHANA COMMUNITY,COMMUNITY PRIMARY SCHOOL,217
PORT LOKO,MAFORKI,MARONKO MCHP,ROGBESSEH ,UNITED METHODIES PRIMARY SCHOOL,206
PORT LOKO,KOYA,Masiaka CHC,MASIAKA (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL,586
PORT LOKO,KOYA,Masiaka CHC,BAKEH CORVE (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL,268
PORT LOKO,KOYA,Masiaka CHC,MASIAKA (KOYA),LINCOLN PRIMARY SCHOOL,400
PORT LOKO,KOYA,Masiaka CHC,MASIAKA (KOYA),AMANI SEVENTH DAY ADVENTIST PRIMARY SCHOOL,178
PORT LOKO,KOYA,Masiaka CHC,MASIAKA (KOYA),THE LIGHT OF THE WORLD PRIMARY SCHOOL,343
PORT LOKO,KOYA,Masiaka CHC,MASIAKA (KOYA),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,466
PORT LOKO,KOYA,Masiaka CHC,ROPOLON (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,270
PORT LOKO,KOYA,Masiaka CHC,ROBAREH (KOYA),FATIMA ZARAH ISLAMIC COMMUNITY PRIMARY SCHOOL,200
PORT LOKO,KOYA,Masiaka CHC,MASIAKA (KOYA),SAINT AMBROSE PRIMARY SCHOOL,601
PORT LOKO,KOYA,Masiaka CHC,MASIAKA (KOYA),GO PRIMARY SCHOOL MASIAKA,274
PORT LOKO,KOYA,Masiaka CHC,MASIAKA (KOYA),SIERRA LEONE ISLAMIC FEDERATION PRIMARY SCHOOL,504
PORT LOKO,KOYA,Masiaka CHC,MASALIA (KOYA),SAMMY C'S PRIMARY SCHOOL,162
PORT LOKO,KOYA,Masiaka CHC,MASIAKA (KOYA),ASSEMBLY OF GOD PRIMARY SCHOOL MASIAKA,74
PORT LOKO,KOYA,Masiaka CHC,MAKABBIE (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL,251
PORT LOKO,KOYA,Masiaka CHC,ROKNOLA (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,284
PORT LOKO,KOYA,Masiaka CHC,MASORIE BAIMBA (KOYA),SIERRA LEONE ISLAMIC FEDERATION PRIMARY SCHOOL,232
PORT LOKO,KOYA,Masiaka CHC,MASIAKA (KOYA),SAINT JAMES ANGLICAN PRIMARY SCHOOL,178
PORT LOKO,KOYA,Masiaka CHC,MASERAY (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,328
PORT LOKO,KOYA,Masiaka CHC,MAFORAY (KOYA),SAMMY C'S,123
PORT LOKO,KOYA,Masiaka CHC,MAKOLERR (KOYA),MARAMPA ACADEMY PRIMARY SCHOOL,195
PORT LOKO,KOYA,Masiaka CHC,MAGBANDO (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,276
PORT LOKO,KOYA,Masiaka CHC,MASIAKA (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,276
PORT LOKO,KOYA,Masiaka CHC,"MASIAKA, BO ROAD (KOYA)",SDA PRIMARY SCHOOL,109
PORT LOKO,LOKOMASAMA,Masilamani CHP,MASILMANI (LOKOMASAMA),KING FAHAD ISLAMIC PRIMARY SCHOOL MASILMANI,595
PORT LOKO,LOKOMASAMA,Masilamani CHP,MASULAYMANI (LOKOMASAMA),MOVEMENT OF FAITH ISLAMIC PRIMARY SECONDARY SCHOOL,755
PORT LOKO,LOKOMASAMA,Masilamani CHP,KITOCK (LOKOMASAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,242
PORT LOKO,MASIMERA,MASIMERA CHC,ROBAYALAH,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,140
PORT LOKO,MASIMERA,MASIMERA CHC,MABALLAH,COMMUNITY EDUCATION DEVELOPMENT PRIMARY SCHOOL,87
PORT LOKO,MASIMERA,MASIMERA CHC,MASIMERA,SAINT FRANCIS ROMAN CATHOLIC PRIMARY SCHOOL,440
PORT LOKO,MASIMERA,MASIMERA CHC,ROSINT THONKLA (MASIMERA),KING FAHAD PRIMARY THONKLA MASIMERA,272
PORT LOKO,MASIMERA,MASIMERA CHC,ROFUTHA (MASIMERA),BETHLHEN PRIMARY SCHOOL ROFUTHA,291
PORT LOKO,MASIMERA,MASMERA CHC,MAKONTEH,COMMUNITY EDUCATION DEVELOPMENT PRIMARY SCHOOL,187
PORT LOKO,MASIMERA,MASIMERA CHC,MASIMERA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,171
PORT LOKO,MASIMERA,MASIMERA CHC,PETIFU LONKOH,COMMUNITY EDUCATION DEVELOPMENT PRIMARY SCHOOL,170
PORT LOKO,BUREH,Masssseh MCHP,MAYOISOR (BUREH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,329
PORT LOKO,BUREH,Masssseh MCHP ,MAMANKA (BUREH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,315
PORT LOKO,BUREH,Masssseh MCHP ,MANAGHATTA (BUREH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,268
PORT LOKO,KOYA,Masumana CHP,MASUMANA (KOYA),CHURCH OF GOD PRIMARY SCHOOL,221
PORT LOKO,KOYA,Masumana CHP,MAFINTHA (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,358
PORT LOKO,KOYA,Masumana CHP,MAFONIKAY (KOYA),MARAMPA ACADEMY PRIMARY SCHOOL,123
PORT LOKO,KOYA,Masumana CHP,MADIGBA BUNDU,EVANGELICAL PRIIMARY SCHOOL,340
PORT LOKO,KOYA,Masumana CHP,MABILLA,SIERRA LEONE ISLAMIC FEDERATION PRIMARY SCHOOL,188
PORT LOKO,KOYA,Masumana CHP,MABILLA,ACAMEDY PRIMARY SCHOOL,0
PORT LOKO,MASIMERA,MATHAINEH MCHP,MATMAINEH (MASIMERA),ROMAN CATHOLIC PRIMARY SCHOOL,222
PORT LOKO,MASIMERA,MATHAINEH MCHP,MAGBEMGBEH (MASIMERA),ROMAN CATHOLIC PRIMARY SCHOOL,267
PORT LOKO,MASIMERA,MATHAINEH MCHP,MAMOTTOR (MASIMERA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,200
PORT LOKO,LOKOMASAMA,Mathen MCHP,FORIKOLO (LOKOMASAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,399
PORT LOKO,LOKOMASAMA,Mathen MCHP,KIGBAL (LOKOMASAMA),HAWA TRUST OPHANAGE PRIMARY SCHOOL,122
PORT LOKO,LOKOMASAMA,Mathen MCHP,MATHEN (LOKOMASAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,402
PORT LOKO,LOKOMASAMA,Mathen MCHP,LAMINAYA (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,146
PORT LOKO,KOYA,Mawoma MCHP,MAMULAI (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,275
PORT LOKO,KOYA,Mawoma MCHP,MAWOMA (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,482
